Region,Town / Township,Quarter / Village Tract,Postal Code
Ayeyarwady Region,Pathein Township,Moe Goke Village Tract,1001226
Ayeyarwady Region,Pathein Township,Tun Pa Lun Village Tract,1001227
Ayeyarwady Region,Pathein Township,Za Yat Seik Village Tract,1001228
Ayeyarwady Region,Pathein Township,Thit Poke Kone Village Tract,1001229
Ayeyarwady Region,Pathein Township,Sa Par Htar Village Tract,1001230
Ayeyarwady Region,Pathein Township,Ma Gyi Kone Village Tract,1001231
Ayeyarwady Region,Pathein Township,Shwe Myin Tin Village Tract,1001232
Ayeyarwady Region,Pathein Township,Ma Yan Chaung Village Tract,1001233
Ayeyarwady Region,Pathein Township,Zin Pyun Kone Village Tract,1001234
Ayeyarwady Region,Pathein Township,Koe Su Village Tract,1001235
Ayeyarwady Region,Pathein Township,Pauk Kone Village Tract,1001236
Ayeyarwady Region,Pathein Township,Myo Chaung Village Tract,1001237
Ayeyarwady Region,Pathein Township,Pyin Ka Doe Kone Village Tract,1001238
Ayeyarwady Region,Pathein Township,Kan Gyi Village Tract,1001239
Ayeyarwady Region,Pathein Township,Thea Kone Village Tract,1001240
Ayeyarwady Region,Pathein Township,Tha Bawt Kan Village Tract,1001241
Ayeyarwady Region,Pathein Township,Baw Mi Village Tract,1001242
Ayeyarwady Region,Pathein Township,Ma Gyi Zin Village Tract,1001243
Ayeyarwady Region,Pathein Township,Nga Kwa Village Tract,1001244
Ayeyarwady Region,Pathein Township,Kyet Tu Yway Village Tract,1001245
Ayeyarwady Region,Pathein Township,Ah Lel Ywar Village Tract,1001246
Ayeyarwady Region,Pathein Township,Tha Lat Khwar Village Tract,1001247
Ayeyarwady Region,Pathein Township,Ma Dawt Kone Village Tract,1001248
Ayeyarwady Region,Pathein Township,Lay Myet Hnar Village Tract,1001249
Ayeyarwady Region,Pathein Township,Tha Zin Village Tract,1001250
Ayeyarwady Region,Pathein Township,Sin Ma Village Tract,1001251
Ayeyarwady Region,Pathein Township,Sar Hpyu Su (a) Kyauk Hpyar Village Tract,1001252
Ayeyarwady Region,Kangyidaunt Township,No (1) Quarter,1002001
Ayeyarwady Region,Kangyidaunt Township,No (2) Quarter,1002002
Ayeyarwady Region,Kangyidaunt Township,No (3) Quarter,1002003
Ayeyarwady Region,Kangyidaunt Township,No (4) Quarter,1002004
Ayeyarwady Region,Kangyidaunt Township,No (5) Quarter,1002005
Ayeyarwady Region,Kangyidaunt Township,No (6) Quarter,1002006
Ayeyarwady Region,Kangyidaunt Township,No (7) Quarter,1002007
Ayeyarwady Region,Kangyidaunt Township,Kyaik Lat Village Tract,1002200
Ayeyarwady Region,Kangyidaunt Township,Ta Kone Gyi Village Tract,1002201
Ayeyarwady Region,Kangyidaunt Township,Khu Chaung Village Tract,1002202
Ayeyarwady Region,Kangyidaunt Township,Kyee Taw Village Tract,1002203
Ayeyarwady Region,Kangyidaunt Township,Kyun Hlyar Shey Village Tract,1002204
Ayeyarwady Region,Kangyidaunt Township,Na Nwin Ga Yet Village Tract,1002205
Ayeyarwady Region,Kangyidaunt Township,Hpa Yar Chaung Village Tract,1002206
Ayeyarwady Region,Kangyidaunt Township,Kwin Yar (East) Village Tract,1002207
Ayeyarwady Region,Kangyidaunt Township,Yway Village Tract,1002208
Ayeyarwady Region,Kangyidaunt Township,Kyon Yat Village Tract,1002209
Ayeyarwady Region,Kangyidaunt Township,Ah Su Gyi Village Tract,1002210
Ayeyarwady Region,Kangyidaunt Township,Yae Twin Kone Lay Village Tract,1002211
Ayeyarwady Region,Kangyidaunt Township,Yway Kone Village Tract,1002212
Ayeyarwady Region,Kangyidaunt Township,Sat Kwin Village Tract,1002213
Ayeyarwady Region,Kangyidaunt Township,Kwin Yar (West) Village Tract,1002214
Ayeyarwady Region,Kangyidaunt Township,Wet Htoe Village Tract,1002215
Ayeyarwady Region,Kangyidaunt Township,Pyin Ma Ngu Village Tract,1002216
Ayeyarwady Region,Kangyidaunt Township,Pay Pin Gyi Village Tract,1002217
Ayeyarwady Region,Kangyidaunt Township,Kyun U Village Tract,1002218
Ayeyarwady Region,Kangyidaunt Township,Yae Twin Kone Gyi Village Tract,1002219
Ayeyarwady Region,Kangyidaunt Township,Yae Cho Kone Village Tract,1002220
Ayeyarwady Region,Kangyidaunt Township,Shan Village Tract,1002221
Ayeyarwady Region,Kangyidaunt Township,Thea Hpyu Village Tract,1002222
Ayeyarwady Region,Kangyidaunt Township,Myat Lay Chaung Village Tract,1002223
Ayeyarwady Region,Kangyidaunt Township,Thaung Gyi Village Tract,1002224
Ayeyarwady Region,Kangyidaunt Township,Auk Ta Khun Taing Village Tract,1002225
Ayeyarwady Region,Kangyidaunt Township,Kyon Gyi Village Tract,1002226
Ayeyarwady Region,Kangyidaunt Township,Ku Lar Kwin Village Tract,1002227
Ayeyarwady Region,Kangyidaunt Township,Nyaung Pin Thar Village Tract,1002228
Ayeyarwady Region,Kangyidaunt Township,Khon Zin Kone Village Tract,1002229
Ayeyarwady Region,Kangyidaunt Township,Pay Pin (Dei Kan) Village Tract,1002230
Ayeyarwady Region,Kangyidaunt Township,Mi Chaung Gaung Village Tract,1002231
Ayeyarwady Region,Kangyidaunt Township,Let Saung Kwin Village Tract,1002232
Ayeyarwady Region,Kangyidaunt Township,Kan Village Tract,1002233
Ayeyarwady Region,Kangyidaunt Township,Htein Taw Gyi Village Tract,1002234
Ayeyarwady Region,Kangyidaunt Township,Mi Chaung Ta Yar Village Tract,1002235
Ayeyarwady Region,Kangyidaunt Township,Ah Pin Hnit Se Village Tract,1002236
Ayeyarwady Region,Kangyidaunt Township,Pi Tauk Pin Village Tract,1002237
Ayeyarwady Region,Kangyidaunt Township,Dar Ka Village Tract,1002238
Ayeyarwady Region,Kangyidaunt Township,Leik Ka Bar Village Tract,1002239
Ayeyarwady Region,Kangyidaunt Township,Gon Hnyin Tan Village Tract,1002240
Ayeyarwady Region,Kangyidaunt Township,Ah Da Lauk Village Tract,1002241
Ayeyarwady Region,Kangyidaunt Township,Pein Chaung Village Tract,1002242
Ayeyarwady Region,Kangyidaunt Township,Kyon Da Yei Village Tract,1002243
Ayeyarwady Region,Kangyidaunt Township,Myin Ka Seik Village Tract,1002244
Ayeyarwady Region,Kangyidaunt Township,Pauk Kyun Village Tract,1002245
Ayeyarwady Region,Kangyidaunt Township,Tha Yet Kwin Village Tract,1002246
Ayeyarwady Region,Kangyidaunt Township,Wea Gyi Village Tract,1002247
Ayeyarwady Region,Kangyidaunt Township,Shaw Kone Village Tract,1002248
Ayeyarwady Region,Kangyidaunt Township,War Du Village Tract,1002249
Ayeyarwady Region,Kangyidaunt Township,Let Pan Village Tract,1002250
Ayeyarwady Region,Kangyidaunt Township,Kyun Taw Kone Village Tract,1002251
Ayeyarwady Region,Kangyidaunt Township,Nyaung Kone Village Tract,1002252
Ayeyarwady Region,Kangyidaunt Township,Ka Nyut Kone Village Tract,1002253
Ayeyarwady Region,Kangyidaunt Township,Shan Ngu Village Tract,1002254
Ayeyarwady Region,Kangyidaunt Township,Htan Pin Village Tract,1002255
Ayeyarwady Region,Kangyidaunt Township,Chaung Sauk Village Tract,1002256
Ayeyarwady Region,Kangyidaunt Township,Yae Twin Seik Village Tract,1002257
Ayeyarwady Region,Kangyidaunt Township,Ohn Pin Seik Village Tract,1002258
Ayeyarwady Region,Kangyidaunt Township,Ah Htet Ta Khun Taing Village Tract,1002259
Ayeyarwady Region,Kangyidaunt Township,Seik Thar Village Tract,1002260
Ayeyarwady Region,Kangyidaunt Township,Lay Su Village Tract,1002261
Ayeyarwady Region,Kangyidaunt Township,Nyaung Chaung Village Tract,1002262
Ayeyarwady Region,Kangyidaunt Township,Kun Thee Pin Seik Village Tract,1002263
Ayeyarwady Region,Kangyidaunt Township,Ma Tawt Kone Village Tract,1002264
Ayeyarwady Region,Kangyidaunt Township,Kyon Pa Doke Village Tract,1002265
Ayeyarwady Region,Kangyidaunt Township,Tha Bawt Ngu Village Tract,1002266
Ayeyarwady Region,Kangyidaunt Township,Ma Ka Kyun Village Tract,1002267
Ayeyarwady Region,Kangyidaunt Township,Nyaung Waing Village Tract,1002268
Ayeyarwady Region,Kangyidaunt Township,Kyu Tan Village Tract,1002269
Ayeyarwady Region,Kangyidaunt Township,La Har Ka Lu Village Tract,1002270
Ayeyarwady Region,Kangyidaunt Township,Kyun Gyi Village Tract,1002271
Ayeyarwady Region,Kangyidaunt Township,Dee Doke Village Tract,1002272
Ayeyarwady Region,Kyangin Township,Myo Ma Quarter,1003001
Ayeyarwady Region,Kyangin Township,Ywar Thit Quarter,1003002
Ayeyarwady Region,Kyangin Township,Shwe Taung Su Quarter,1003003
Ayeyarwady Region,Kyangin Township,Ta Laing Kwin Village Tract,1003200
Ayeyarwady Region,Kyangin Township,Kwayt Ma Village Tract,1003201
Ayeyarwady Region,Kyangin Township,Ka Loet Kwin Village Tract,1003202
Ayeyarwady Region,Kyangin Township,Thea Hpyu Village Tract,1003203
Ayeyarwady Region,Kyangin Township,Shwe Pan Taw Village Tract,1003204
Ayeyarwady Region,Kyangin Township,Chin Myaung Village Tract,1003205
Ayeyarwady Region,Kyangin Township,Kyan Taw Village Tract,1003206
Ayeyarwady Region,Kyangin Township,Pet Ma Khan Village Tract,1003207
Ayeyarwady Region,Kyangin Township,Thauk Kyar Du Village Tract,1003208
Ayeyarwady Region,Kyangin Township,Yae Lel Kyun Village Tract,1003209
Ayeyarwady Region,Kyangin Township,Htan Ta Pin Village Tract,1003210
Ayeyarwady Region,Kyangin Township,Son Le Village Tract,1003211
Ayeyarwady Region,Kyangin Township,Kyat Ka Lay Village Tract,1003212
Ayeyarwady Region,Kyangin Township,Me Kone Village Tract,1003213
Ayeyarwady Region,Kyangin Township,Ka Zin Gyi Village Tract,1003214
Ayeyarwady Region,Kyangin Township,Oke Twin Village Tract,1003215
Ayeyarwady Region,Kyangin Township,Koe Inn Village Tract,1003216
Ayeyarwady Region,Kyangin Township,Kyar Inn Village Tract,1003217
Ayeyarwady Region,Kyangin Township,Ah Lon Village Tract,1003218
Ayeyarwady Region,Kyangin Township,Khon Gyi Village Tract,1003219
Ayeyarwady Region,Kyangin Township,Pein Hne Kwin Village Tract,1003220
Ayeyarwady Region,Kyangin Township,Yae Nan Taung Village Tract,1003221
Ayeyarwady Region,Kyangin Township,Shauk Khon Village Tract,1003222
Ayeyarwady Region,Kyangin Township,Pauk Nwe San Village Tract,1003223
Ayeyarwady Region,Kyangin Township,Thit Seint Kaing Village Tract,1003224
Ayeyarwady Region,Kyangin Township,Kun Ait Kone Village Tract,1003225
Ayeyarwady Region,Kyangin Township,Zee Pin Kwin Village Tract,1003226
Ayeyarwady Region,Kyangin Township,Kwin Gyi Village Tract,1003227
Ayeyarwady Region,Kyangin Township,Poe Su Gyi Village Tract,1003228
Ayeyarwady Region,Kyangin Township,Kyoet Pin Su Village Tract,1003229
Ayeyarwady Region,Myanaung Township,No (1) Quarter,1004001
Ayeyarwady Region,Myanaung Township,No (2) Quarter,1004002
Ayeyarwady Region,Myanaung Township,No (3) Quarter,1004003
Ayeyarwady Region,Myanaung Township,No (4) Quarter,1004004
Ayeyarwady Region,Myanaung Township,No (5) Quarter,1004005
Ayeyarwady Region,Myanaung Township,No (6) Quarter,1004006
Ayeyarwady Region,Myanaung Township,San Village Tract,1004200
Ayeyarwady Region,Myanaung Township,ha Pyay Kone Village Tract,1004201
Ayeyarwady Region,Myanaung Township,Kwin Gyi Daunt Village Tract,1004202
Ayeyarwady Region,Myanaung Township,Myit Kyoe Village Tract,1004203
Ayeyarwady Region,Myanaung Township,Nat Pa Tee Village Tract,1004204
Ayeyarwady Region,Myanaung Township,Myo Ma Te Gyi Kone Village Tract,1004205
Ayeyarwady Region,Myanaung Township,Nyaung Myit Swea Village Tract,1004206
Ayeyarwady Region,Myanaung Township,Se Village Tract,1004207
Ayeyarwady Region,Myanaung Township,San Ni Chaung Village Tract,1004208
Ayeyarwady Region,Myanaung Township,Tar Gwa Te Gyi Kone Village Tract,1004209
Ayeyarwady Region,Myanaung Township,Kun Taw Village Tract,1004210
Ayeyarwady Region,Myanaung Township,Ka Zun Khon Village Tract,1004211
Ayeyarwady Region,Myanaung Township,Shar Taw Village Tract,1004212
Ayeyarwady Region,Myanaung Township,Lay Tu Gyi Village Tract,1004213
Ayeyarwady Region,Myanaung Township,Kywe Te Kone Village Tract,1004214
Ayeyarwady Region,Myanaung Township,Pauk Kone Sun Village Tract,1004215
Ayeyarwady Region,Myanaung Township,Oe Bo Village Tract,1004216
Ayeyarwady Region,Myanaung Township,Wet Toe Village Tract,1004217
Ayeyarwady Region,Myanaung Township,Thet Kei Kone Village Tract,1004218
Ayeyarwady Region,Myanaung Township,Sin Thay Village Tract,1004219
Ayeyarwady Region,Myanaung Township,Kat Kho Village Tract,1004220
Ayeyarwady Region,Myanaung Township,Zee Hpyu Kone Village Tract,1004221
Ayeyarwady Region,Myanaung Township,Htan Thone Pin Village Tract,1004222
Ayeyarwady Region,Myanaung Township,La Har Pauk Village Tract,1004223
Ayeyarwady Region,Myanaung Township,Ka Nyin Ngu Village Tract,1004224
Ayeyarwady Region,Myanaung Township,Htu Village Tract,1004225
Ayeyarwady Region,Myanaung Township,Kyet Thun Khin Village Tract,1004226
Ayeyarwady Region,Myanaung Township,Tha Khut Kwin Village Tract,1004227
Ayeyarwady Region,Myanaung Township,Pein Inn Village Tract,1004228
Ayeyarwady Region,Myanaung Township,Taw Kywe Lu Village Tract,1004229
Ayeyarwady Region,Myanaung Township,Nyaung Waing Village Tract,1004230
Ayeyarwady Region,Myanaung Township,Shwe Kyin Village Tract,1004231
Ayeyarwady Region,Myanaung Township,Nga Pi Seik Village Tract,1004232
Ayeyarwady Region,Myanaung Township,Tha Yet Taw Village Tract,1004233
Ayeyarwady Region,Myanaung Township,Kyu Taw Village Tract,1004234
Ayeyarwady Region,Myanaung Township,Yaik Village Tract,1004235
Ayeyarwady Region,Myanaung Township,Nyaung Tone Le Village Tract,1004236
Ayeyarwady Region,Myanaung Township,Daung Kya Village Tract,1004237
Ayeyarwady Region,Myanaung Township,Tha Pyay Kone (2)/ Tha Pyay Kone Village Tract,1004238
Ayeyarwady Region,Myanaung Township,Pe Ta Khwe Village Tract,1004239
Ayeyarwady Region,Myanaung Township,Me Khin Chaung Village Tract,1004240
Ayeyarwady Region,Myanaung Township,Za Loke Gyi Village Tract,1004241
Ayeyarwady Region,Myanaung Township,Thea Hpyu Village Tract,1004242
Ayeyarwady Region,Myanaung Township,Yin Taik Kone Village Tract,1004243
Ayeyarwady Region,Myanaung Township,Htauk Kyant Village Tract,1004244
Ayeyarwady Region,Myanaung Township,Ka Nyut Kone Village Tract,1004245
Ayeyarwady Region,Myanaung Township,Ah Sei Village Tract,1004246
Ayeyarwady Region,Myanaung Township,Hnget Gyi Kwin Village Tract,1004247
Ayeyarwady Region,Myanaung Township,Ma Gyi Kone Village Tract,1004248
Ayeyarwady Region,Myanaung Township,Let Pan Kwin Village Tract,1004249
Ayeyarwady Region,Myanaung Township,Thea Boet Village Tract,1004250
Ayeyarwady Region,Myanaung Township,Nga Bat Kya Village Tract,1004251
Ayeyarwady Region,Myanaung Township,Nyaung Chin Village Tract,1004252
Ayeyarwady Region,Myanaung Township,Htein Thay Gyi Village Tract,1004253
Ayeyarwady Region,Myanaung Township,Ma Yway Kone Village Tract,1004254
Ayeyarwady Region,Myanaung Township,Bant Bway Kone Village Tract,1004255
Ayeyarwady Region,Myanaung Township,San Ywar Gyi Village Tract,1004256
Ayeyarwady Region,Myanaung Township,Myin War Taung Village Tract,1004257
Ayeyarwady Region,Ingapu Township,No (1) Quarter,1005001
Ayeyarwady Region,Ingapu Township,No (2) Quarter,1005002
Ayeyarwady Region,Ingapu Township,No (3) Quarter,1005003
Ayeyarwady Region,Ingapu Township,Kan U Village Tract,1005200
Ayeyarwady Region,Ingapu Township,Shan Gaung Bye Village Tract,1005201
Ayeyarwady Region,Ingapu Township,Auk Ywar Gyi Village Tract,1005202
Ayeyarwady Region,Ingapu Township,Thet Kei Pyin Village Tract,1005203
Ayeyarwady Region,Ingapu Township,Nauk Mee Village Tract,1005204
Ayeyarwady Region,Ingapu Township,Wet Thay Village Tract,1005205
Ayeyarwady Region,Ingapu Township,Myit Tar Kone Village Tract,1005206
Ayeyarwady Region,Ingapu Township,Pan Tin Village Tract,1005207
Ayeyarwady Region,Ingapu Township,Hpa Yar Kwin Village Tract,1005208
Ayeyarwady Region,Ingapu Township,Htan Taw Su Village Tract,1005209
Ayeyarwady Region,Ingapu Township,Me Za Li Kone Village Tract,1005210
Ayeyarwady Region,Ingapu Township,Lel Gyi Kwin Village Tract,1005211
Ayeyarwady Region,Ingapu Township,Thet Kei Pyin (Than Ba Yar Taing) Village Tract,1005212
Ayeyarwady Region,Ingapu Township,Kayin Ku Village Tract,1005213
Ayeyarwady Region,Ingapu Township,In Pin Kone Village Tract,1005214
Ayeyarwady Region,Ingapu Township,Chin Chaung Village Tract,1005215
Ayeyarwady Region,Ingapu Township,Mee Laung Kone Village Tract,1005216
Ayeyarwady Region,Ingapu Township,Lay Gyi Village Tract,1005217
Ayeyarwady Region,Ingapu Township,Tha Bawt Village Tract,1005218
Ayeyarwady Region,Ingapu Township,Ka Nyin Ngu Village Tract,1005219
Ayeyarwady Region,Ingapu Township,Put Kone Village Tract,1005220
Ayeyarwady Region,Ingapu Township,Htu Gyi Village Tract,1005221
Ayeyarwady Region,Ingapu Township,Oke Shit Kone Village Tract,1005222
Ayeyarwady Region,Ingapu Township,Kyaung Kone Village Tract,1005223
Ayeyarwady Region,Ingapu Township,Oke Twin Village Tract,1005224
Ayeyarwady Region,Ingapu Township,War Net Taw Village Tract,1005225
Ayeyarwady Region,Ingapu Township,Ma Hpe Kwin Village Tract,1005226
Ayeyarwady Region,Ingapu Township,Nyaung Pin Gyi Kwin Village Tract,1005227
Ayeyarwady Region,Ingapu Township,Chaung Gwa Village Tract,1005228
Ayeyarwady Region,Ingapu Township,Tit Ti Tu Kwin Village Tract,1005229
Ayeyarwady Region,Ingapu Township,Hpa Yar Ngoke To Village Tract,1005230
Ayeyarwady Region,Ingapu Township,Htu Wa Village Tract,1005231
Ayeyarwady Region,Ingapu Township,Leik Paung Swea Village Tract,1005232
Ayeyarwady Region,Ingapu Township,Tha Pyay Pin Village Tract,1005233
Ayeyarwady Region,Ingapu Township,Kywe Zin Village Tract,1005234
Ayeyarwady Region,Ingapu Township,Nyaung Kyoe Village Tract,1005235
Ayeyarwady Region,Ingapu Township,Lu Taw Su Village Tract,1005236
Ayeyarwady Region,Ingapu Township,Sit Kone Village Tract,1005237
Ayeyarwady Region,Ingapu Township,Thet Kei Tan Village Tract,1005238
Ayeyarwady Region,Ingapu Township,Gway Tauk Chaung Village Tract,1005239
Ayeyarwady Region,Ingapu Township,Oe Kwe Village Tract,1005240
Ayeyarwady Region,Ingapu Township,Pa Toke Village Tract,1005241
Ayeyarwady Region,Ingapu Township,Wet La Har Village Tract,1005242
Ayeyarwady Region,Ingapu Township,Kyoet Pin Village Tract,1005243
Ayeyarwady Region,Ingapu Township,Htan Pin Kan Village Tract,1005244
Ayeyarwady Region,Ingapu Township,Son Kone Village Tract,1005245
Ayeyarwady Region,Ingapu Township,Ma Gyi Kone Village Tract,1005246
Ayeyarwady Region,Ingapu Township,Dei Poke Kwin Village Tract,1005247
Ayeyarwady Region,Ingapu Township,Kan Bet Village Tract,1005248
Ayeyarwady Region,Ingapu Township,Chauk Kyay Village Tract,1005249
Ayeyarwady Region,Ingapu Township,Kywe Thaung Village Tract,1005250
Ayeyarwady Region,Ingapu Township,Kyee Gyi Village Tract,1005251
Ayeyarwady Region,Ingapu Township,Hmat Taing Village Tract,1005252
Ayeyarwady Region,Ingapu Township,Kya Khat Kwin Village Tract,1005253
Ayeyarwady Region,Ingapu Township,Kwin Kauk (South) Village Tract,1005254
Ayeyarwady Region,Ingapu Township,Kwin Hla Village Tract,1005255
Ayeyarwady Region,Ingapu Township,Lin Lun Pin Village Tract,1005256
Ayeyarwady Region,Ingapu Township,Pein Hne Kwin Village Tract,1005257
Ayeyarwady Region,Ingapu Township,Kone Pyin Village Tract,1005258
Ayeyarwady Region,Ingapu Township,Tha Pyay Kone Village Tract,1005259
Ayeyarwady Region,Ingapu Township,Kwin Kauk (North) Village Tract,1005260
Ayeyarwady Region,Ingapu Township,Bwet (East) Village Tract,1005261
Ayeyarwady Region,Ingapu Township,Ta Laing Kwin Village Tract,1005262
Ayeyarwady Region,Ingapu Township,Nyaung Pin Te Village Tract,1005263
